slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
interlude-man,Interlude Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/interlude-man-100ml.jpg,,Kişi,20.00,34.00,52.00,Amouage,"berqamot, istiot, origano","labdanum, ənbər, opoponaks, büxur-ladan","dəri, paçuli, səndəl, aqar-ağacı-ud",https://www.etirsah.com/az/product/116,Stokda Var
interlude-woman,Interlude Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/interlude-woman-100ml.jpg,,Qadın,32.00,58.00,92.00,Amouage,"berqamot, qreyfrut, zəncəfil, gülümbahar","bal, jasmin, kivi, portağal-çiçəyi, qızılgül, qəhvə, səndəl, opoponaks, büxur-ladan","benzoin, dəri, müşk, palıd-mamırı, səndəl, tonka-lobyası, vanil, ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/117,Stokda Var
journey-man,Journey Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/journey-man.jpg,,Kişi,38.00,70.00,112.00,Amouage,"berqamot, hil, neroli, siçuan-çin-istiotu","tütün, büxur-ladan, ardıc-giləmeyvəsi","dəri, müşk, tonka-lobyası, naqarmota-girdə-topalaq",https://www.etirsah.com/az/product/118,Stokda Var
journey-woman,Journey Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/journey-woman.jpg,,Qadın,32.00,58.00,92.00,Amouage,"hil, hind-qozu, jasmin, osmantus, ərik","bal, mimoza, sidr, ərəb-jasmini","müşk, tütün, vanil, zəfəran, naqarmota-girdə-topalaq",https://www.etirsah.com/az/product/119,Stokda Var
lyric,Lyric,https://www.etirsah.com/storage/photos/shares/etirler_en_son/lyricwoman.jpg,,Qadın,38.00,70.00,112.00,Amouage,"berqamot, darçın, hil, zəncəfil","ilanq-ilanq, jasmin, qızılgül, süsən-kökü, tütəkotu, ətirşah","ağac-notları, müşk, paçuli, palıd-mamırı, səndəl, tonka-lobyası, vanil, vetivera, büxur-ladan",https://www.etirsah.com/az/product/120,Stokda Var
material,Material,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Material-Amouage-for-women.jpg,,Unisex,32.00,58.00,92.00,Amouage,"paçuli, elemi","benzoin, madaqaskar-vanili","labdanum, osmantus, tonka-lobyası, aqar-ağacı-ud, büxur-ladan, qvayak-ağacı",https://www.etirsah.com/az/product/121,Stokda Var
memoir-man,Memoir Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/memoir-man.jpg,,Kişi,32.00,58.00,92.00,Amouage,"nanə, reyhan, yovşan-artemisia","lavanda, qızılgül, büxur-ladan","dəri, müşk, palıd-mamırı, səndəl, tütün, vanil, vetivera, ənbər, qvayak-ağacı",https://www.etirsah.com/az/product/122,Stokda Var
memoir-woman,Memoir Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/memoir-woman.jpg,,Qadın,32.00,58.00,92.00,Amouage,"çəhrayı-istiot, hil, naringi-mandarin, yovşan-artemisia","ağ-çiçəklər, ağac-notları, istiot, jasmin, mixək, qızılgül, büxur-ladan","dəri, müşk, palıd-mamırı, kastoreum, stiraks, fransız-labdanumu",https://www.etirsah.com/az/product/123,Stokda Var
myths-woman,Myths Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/myths-woman.jpg,,Qadın,38.00,70.00,112.00,Amouage,"bənövşə-yarpağı, labdanum, nərgiz, payızgülü","paçuli, boz-ənbər, qərənfil","dəri, müşk, mamır",https://www.etirsah.com/az/product/124,Stokda Var
oud-ulya,Oud Ulya,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Oud-Ulya.jpg,,Unisex,44.00,82.00,132.00,Amouage,aqar-ağacı-ud,"vanil, kastoreum","tozağacı-qatranı, tsibetin",https://www.etirsah.com/az/product/125,Stokda Var
overture-man,Overture Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/overture-man.jpg,,Kişi,26.00,46.00,72.00,Amouage,"hil, hind-qozu, qreyfrut, zirə, zəfəran, zəncəfil, konyak","benzoin, darçın, labdanum, paçuli, ətirşah, mirra, mastika","dəri, müşk-sürvəsi-adaçayı, səndəl, tüstü, büxur-ladan, heyvan-notları",https://www.etirsah.com/az/product/126,Stokda Var
reflection,Reflection,https://www.etirsah.com/storage/photos/shares/etirler_en_son/reflection-man.jpg,,Kişi,32.00,58.00,92.00,Amouage,"çəhrayı-istiot, rozmarin, petitgreyn-sitrus-yarpağı","ilanq-ilanq, jasmin, neroli, süsən-kökü","paçuli, sidr, səndəl, vetivera",https://www.etirsah.com/az/product/127,Stokda Var
reflection,Reflection,https://www.etirsah.com/storage/photos/shares/etirler_en_son/reflection-woman.jpg,,Qadın,26.00,46.00,72.00,Amouage,"bənövşə, freziya, yaşıl-notlar","jasmin, maqnoliya","sidr, səndəl, ənbər",https://www.etirsah.com/az/product/128,Stokda Var
myths-man,Myths Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Myths-Man-Amouage.jpg,,Kişi,26.00,46.00,72.00,Amouage,"süsən, payızgülü","qızılgül, rom, vetivera, elemi","dəri, kül, labdanum",https://www.etirsah.com/az/product/129,Stokda Var
essential,Essential,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Angel-Schlesser-Essential-for-Men-Angel-Schlesser.jpg,,Kişi,,,,Angel Schlesser,"alma, berqamot","bənövşə-yarpağı, darçın, qəhvə","dəri, müşk, sidr, tonka-lobyası",https://www.etirsah.com/az/product/130,Stokda Yoxdur
anna-sui,Anna Sui,https://www.etirsah.com/storage/photos/shares/etirler_en_son/anna-sui-classic-eau-de-toilette.jpg,,Unisex,14.00,22.00,32.00,Anna Suı,"berqamot, moruq, portağal, yaşıl-notlar, ərik","bolqar-qızılgülü, jasmin, süsən, süsən-kökü, çiçək-notları, inciçiçəyi","sidr, səndəl, tonka-lobyası, ənbər",https://www.etirsah.com/az/product/131,Stokda Var
power-of-seduction,Power of Seduction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Antonio-Banderas-Power-of-Seduction.jpg,,Kişi,14.00,22.00,32.00,Antonio Banderas,"alma, berqamot","lavanda, müşk-sürvəsi-adaçayı, yovşan-artemisia","ağac-notları, paçuli, tonka-lobyası, ənbər, mamır",https://www.etirsah.com/az/product/132,Stokda Var
blue-seduction,Blue Seduction,https://www.etirsah.com/storage/photos/shares/etirler_yeni/Blue-Seduction.jpg,,Qadın,,,,Antonio Banderas,"armud, berqamot, bənövşə-yarpağı, yemiş","bolqar-qızılgülü, jasmin, pion, qardeniya, inciçiçəyi","benzoin, moruq, müşk, paçuli",https://www.etirsah.com/az/product/133,Stokda Yoxdur
blue-seduction,Blue Seduction,https://www.etirsah.com/storage/photos/shares/etirler_yeni/Blue-Seduction.jpg,,Qadın,,,,Antonio Banderas,"armud, berqamot, bənövşə-yarpağı, yemiş","bolqar-qızılgülü, jasmin, pion, qardeniya, inciçiçəyi","benzoin, moruq, müşk, paçuli",https://www.etirsah.com/az/product/134,Stokda Yoxdur
woody,Woody,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Arabian-Oud-Woody.jpg,,Unisex,38.00,70.00,112.00,Arabian Oud,aqar-ağacı-ud,"paçuli, qızılgül","müşk, ənbər",https://www.etirsah.com/az/product/135,Stokda Var
king-of-seduction,King of Seduction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/king-of-seduction-mens.jpg,,Kişi,14.00,22.00,32.00,Antonio Banderas,"ananas, berqamot, qreyfrut, yemiş, yaşıl-alma","hil, jasmin, neroli, dəniz-notları","ağ-müşk, sidr, vetivera, ənbər, zamş",https://www.etirsah.com/az/product/136,Stokda Var
lucky-wish,Lucky Wish,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Lucky-Wish-Anna-Sui-for-women.jpg,,Qadın,20.00,34.00,52.00,Anna Suı,"buzlu-limon, pomelo, tanqerin","freziya, orxideya, portağal-çiçəyi, bambuk","müşk, səndəl, ənbər",https://www.etirsah.com/az/product/137,Stokda Var
oud-sharqia,Oud Sharqia,https://www.etirsah.com/storage/photos/shares/etirler_yeni/Oud-Sharqia.jpg,,Unisex,26.00,46.00,72.00,Ard Al Zaafaran,aqar-ağacı-ud,səndəl,səndəl,https://www.etirsah.com/az/product/138,Stokda Var
artisan-santal,Artisan Santal,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Artisan-Santal-Musk.jpg,,Unisex,,,,Avon,armud,qızılgül,"müşk, səndəl",https://www.etirsah.com/az/product/140,Stokda Yoxdur
cedre-atlas,Cedre Atlas,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Atelier-Cologne-Cedre-Atlas.jpg,,Unisex,32.00,58.00,92.00,Atelier Cologne,"berqamot, limon, qara-qarağat","jasmin, sidr, ərik","papirus, vetivera, ənbər",https://www.etirsah.com/az/product/141,Stokda Var
mandarine-glaciale,Mandarine Glaciale,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Atelier-Cologne-Mandarine-Glaciale.jpg,,Unisex,32.00,58.00,92.00,Atelier Cologne,"berqamot, limon, naringi-mandarin","jasmin, zəncəfil, petitgreyn-sitrus-yarpağı","palıd-mamırı, vetivera, ənbər",https://www.etirsah.com/az/product/142,Stokda Var
musc-imprial,Musc Impérial,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Atelier-Cologne-Musc-Imperial.jpg,,Unisex,,,,Atelier Cologne,"müşk-sürvəsi-adaçayı, calabrian-berqamotu, qara-qarağat","dəri, lavanda, əncir","virciniya-sidri, ambretta-müşk-əməköməcisi",https://www.etirsah.com/az/product/143,Stokda Yoxdur
azora,Azora,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-Azora.jpg,,Unisex,20.00,34.00,52.00,Attar,"berqamot, liçi, portağal","jasmin, şaftalı, çiçək-notları","ağ-müşk, ağac-notları",https://www.etirsah.com/az/product/144,Stokda Var
hayati,Hayati,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-Hayati.jpg,,Unisex,20.00,34.00,52.00,Attar,"ananas, meyvə-notları, moruq","bal, qaymaq, gavalı, çiçək-notları, qara-qarağat","ağ-müşk, dondurma, vanil",https://www.etirsah.com/az/product/145,Stokda Var
musk-kashmir,Musk Kashmir,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-Musk-Kashmir.jpg,,Unisex,26.00,46.00,72.00,Attar,ağ-müşk,"mixək, ağ-istiot","qardeniya, səndəl",https://www.etirsah.com/az/product/146,Stokda Var
incandessence,Incandessence,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avon-Incandessence.jpg,,Qadın,20.00,34.00,52.00,Avon,"orxideya, siklamen, inciçiçəyi","pion, dağlaləsi",orxideya,https://www.etirsah.com/az/product/147,Stokda Var
today,Today,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avon-Today.jpg,,Qadın,14.00,22.00,32.00,Avon,"freziya, kaktus, stefanotis","portağal-çiçəyi, tuberoza, strelitzia, hibiskus, buddleya","ağac-notları, müşk, qızılgül, sidr, su-notları",https://www.etirsah.com/az/product/148,Stokda Var
wish-of-love,Wish of Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avon-Wish-of-Love.jpg,,Qadın,14.00,22.00,32.00,Avon,mərcanı,"albalı-çiçəyi, hortenziya, qızılgül",müşk,https://www.etirsah.com/az/product/149,Stokda Var
wild-rose,Wild Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avril-Lavigne-Wild-Rose.jpg,,Qadın,14.00,22.00,32.00,Avril Lavigne,"naringi-mandarin, qreyfrut, gavalı","orxideya, portağal-çiçəyi, frangipani","müşk, şirin-notlar, səndəl",https://www.etirsah.com/az/product/150,Stokda Var
chrome-azzaro,Chrome Azzaro,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Chrome.jpg,,Kişi,14.00,22.00,32.00,Azzaro,"ananas, berqamot, limon, neroli, rozmarin","jasmin, keşniş, palıd-mamırı, siklamen","hil, müşk, palıd-mamırı, sidr, səndəl, tonka-lobyası, palisandr-çəhrayı-ağac",https://www.etirsah.com/az/product/151,Stokda Var
chrome-legend,Chrome Legend,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Chrome-Legend.jpg,,Kişi,,,,Azzaro,"qara-çay, yaşıl-alma","acı-portağal, müşk","sidr, tonka-lobyası, vetivera, ənbər",https://www.etirsah.com/az/product/152,Stokda Yoxdur
chrome-sport,Chrome Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Chrome-Sport.jpg,,Kişi,20.00,34.00,52.00,Azzaro,"acı-portağal, berqamot, limon, qreyfrut","ot, zəncəfil, su-notları","müşk, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/153,Stokda Var
mademoiselle,Mademoiselle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Mademoiselle.jpg,,Qadın,14.00,22.00,32.00,Azzaro,"naringi-mandarin-çiçəyi, şaftalı","jasmin, pion, portağal-çiçəyi","ağac-notları, süsən",https://www.etirsah.com/az/product/154,Stokda Var
the-most-wanted,The Most Wanted,https://www.etirsah.com/storage/photos/shares/etirler_en_son/The-Most-Wanted-Azzaro.jpg,,Kişi,,,,Azzaro,hil,toffi-iris-konfeti,ənbər-ağacı,https://www.etirsah.com/az/product/155,Stokda Yoxdur
wanted,Wanted,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Wanted.jpg,,Kişi,14.00,22.00,32.00,Azzaro,"lavanda, limon, nanə, zəncəfil","alma, ətirşah, ardıc, qvatemala-hili","tonka-lobyası, vetivera, ənbər-ağacı",https://www.etirsah.com/az/product/156,Stokda Var
in-red-armand-basi,In Red Armand Basi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/In-Red-Armand-Basi-for-women.jpg,,Qadın,,,,Armand Basi,"berqamot, hil, naringi-mandarin, zəncəfil","bənövşə-yarpağı, çəhrayı-istiot, jasmin, pion, qızılgül, zanbaq, qara-qarağat","ağ-müşk, ağac-notları, palıd-mamırı, vanil, ənbər, praline, palisandr-çəhrayı-ağac",https://www.etirsah.com/az/product/157,Stokda Yoxdur
in-red-armand-basi,In Red Armand Basi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/In-Red-Armand-Basi-for-women.jpg,,Qadın,,,,Armand Basi,"berqamot, hil, naringi-mandarin, zəncəfil","bənövşə-yarpağı, çəhrayı-istiot, jasmin, pion, qızılgül, zanbaq, qara-qarağat","ağ-müşk, ağac-notları, palıd-mamırı, vanil, ənbər, praline, palisandr-çəhrayı-ağac",https://www.etirsah.com/az/product/158,Stokda Yoxdur
in-red-armand-basi,In Red Armand Basi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/In-Red-Armand-Basi-for-women.jpg,,Qadın,14.00,22.00,32.00,Armand Basi,"berqamot, hil, naringi-mandarin, zəncəfil","bənövşə-yarpağı, çəhrayı-istiot, jasmin, pion, qızılgül, zanbaq, qara-qarağat","ağ-müşk, ağac-notları, palıd-mamırı, vanil, ənbər, praline, palisandr-çəhrayı-ağac",https://www.etirsah.com/az/product/159,Stokda Var
blue-seduction,Blue Seduction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/mens-fragrances-blue-seduction.jpg,,Kişi,,,,Antonio Banderas,"berqamot, nanə, yemiş, qara-qarağat","dəniz-suyu, hil, hind-qozu, kapuçino, yaşıl-alma","ağac-notları, ənbər",https://www.etirsah.com/az/product/160,Stokda Yoxdur
blue-seduction,Blue Seduction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/mens-fragrances-blue-seduction.jpg,,Kişi,14.00,22.00,32.00,Antonio Banderas,"berqamot, nanə, yemiş, qara-qarağat","dəniz-suyu, hil, hind-qozu, kapuçino, yaşıl-alma","ağac-notları, ənbər",https://www.etirsah.com/az/product/161,Stokda Var
blue-seduction,Blue Seduction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/mens-fragrances-blue-seduction.jpg,,Kişi,20.00,34.00,52.00,Antonio Banderas,"berqamot, nanə, yemiş, qara-qarağat","dəniz-suyu, hil, hind-qozu, kapuçino, yaşıl-alma","ağac-notları, ənbər",https://www.etirsah.com/az/product/162,Stokda Var
blue-seduction,Blue Seduction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/mens-fragrances-blue-seduction.jpg,,Kişi,14.00,22.00,32.00,Antonio Banderas,"berqamot, nanə, yemiş, qara-qarağat","dəniz-suyu, hil, hind-qozu, kapuçino, yaşıl-alma","ağac-notları, ənbər",https://www.etirsah.com/az/product/163,Stokda Var
mod-blush,Mod Blush,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Mod-Blush-Ariana-Grande-for-women.jpg,,Qadın,20.00,34.00,52.00,Ariana Grande,"berqamot, çəhrayı-istiot, moruq, marakuyya","armud, maqnoliya, qızılgül","ambroksan, müşk, səndəl, dreamwood",https://www.etirsah.com/az/product/164,Stokda Var
oud-save-the-queen,Oud Save The Queen,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Oud-Save-The-Queen.jpg,,Qadın,20.00,34.00,52.00,Atkinsons,"berqamot, mixək, yaşıl-çay","jasmin, portağal-çiçəyi","tonka-lobyası, aqar-ağacı-ud, qvayak-ağacı",https://www.etirsah.com/az/product/165,Stokda Var
83-leather-reserve,83 Leather Reserve,https://www.etirsah.com/storage/photos/shares/etirler_en_son/83-Leather-Reserve-Banana-Republic.jpg,,Unisex,20.00,34.00,52.00,Banana Republic,"berqamot, limon, sərv","neroli, sidr","tonka-lobyası, vetivera, ənbər, zamş",https://www.etirsah.com/az/product/166,Stokda Var
90-pure-white,90 Pure White,https://www.etirsah.com/storage/photos/shares/etirler_en_son/90-Pure-White-Banana-Republic.jpg,,Unisex,20.00,34.00,52.00,Banana Republic,"berqamot, qreyfrut, yaşıl-çay","bənövşə-yarpağı, jasmin, lavanda","müşk, vetivera, ənbər",https://www.etirsah.com/az/product/167,Stokda Var
ambr-baldessarini,Ambré Baldessarini,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Ambr%C3%A9-Baldessarini.jpg,,Kişi,14.00,22.00,32.00,Baldessarini,"naringi-mandarin, qırmızı-alma, viski","bənövşə, dəri","labdanum, palıd, vanil, ənbər",https://www.etirsah.com/az/product/168,Stokda Var
baldessarini-hugo-boss,Baldessarini Hugo Boss,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Baldessarini-Hugo-Boss-Baldessarini.jpg,,Kişi,14.00,22.00,32.00,Baldessarini,"acı-portağal, nanə, tanqerin","mixək, çobanyastığı","müşk, paçuli, tütün, ənbər, ardıc",https://www.etirsah.com/az/product/169,Stokda Var
florabotanica,Florabotanica,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Florabotanica-Balenciaga.jpg,,Qadın,20.00,34.00,52.00,Balenciaga,nanə,"qızılgül, qərənfil, çətənə-kənaf-kannabis","vetivera, ənbər",https://www.etirsah.com/az/product/170,Stokda Var
dream-bright,Dream Bright,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Dream-Bright-Bath-and-Body-Works.jpg,,Qadın,20.00,34.00,52.00,Bath & Body Works,yabanı-giləmeyvələr,vanil,orxideya,https://www.etirsah.com/az/product/171,Stokda Var
love-love-love,Love Love Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Love-Love-Love-Bath-and-Body-Works.jpg,,Qadın,14.00,22.00,32.00,Bath & Body Works,"armud, gavalı, yabanı-giləmeyvələr","freziya, pion, inciçiçəyi","ağac-notları, müşk",https://www.etirsah.com/az/product/172,Stokda Var
rosabotanica,Rosabotanica,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Rosabotanica-Balenciaga.jpg,,Qadın,20.00,34.00,52.00,Balenciaga,"petitgreyn-sitrus-yarpağı, sünbülçiçək, əncir-yarpağı","çəhrayı-istiot, hil, qızılgül, qreyfrut","ağac-notları, paçuli, sidr, vetivera, ənbər",https://www.etirsah.com/az/product/173,Stokda Var
andy-warhol-silver-factory,Andy Warhol Silver Factory,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Andy-Warhol-Silver-Factory-Bond-No-9.jpg,,Unisex,26.00,46.00,72.00,Bond No.9,"berqamot, lavanda, qreyfrut","bənövşə, süsən, yasəmən, büxur-ladan","sidr, ənbər, qətranlar",https://www.etirsah.com/az/product/174,Stokda Var
angelic,Angelic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Angelic-Boadicea-the-Victorious.jpg,,Unisex,38.00,70.00,112.00,Boadicea the Victorious,"alma, hil, müşk-sürvəsi-adaçayı","ağac-notları, papirus, damask-qızılgülü","müşk, paçuli, sidr, vetivera, ənbər",https://www.etirsah.com/az/product/175,Stokda Var
angelic,Angelic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Angelic-Boadicea-the-Victorious.jpg,,Unisex,20.00,34.00,52.00,Boadicea the Victorious,"alma, hil, müşk-sürvəsi-adaçayı","ağac-notları, papirus, damask-qızılgülü","müşk, paçuli, sidr, vetivera, ənbər",https://www.etirsah.com/az/product/176,Stokda Var
dioan,Dioan,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Dioan-Blend-Oud.jpg,,Unisex,26.00,46.00,72.00,Blend Oud,"bal, berqamot, zəfəran, ətirşah","paçuli, qızılgül, ədviyyatlı-notlar, qvayak-ağacı","müşk, ənbər, aqar-ağacı-ud, heyvan-notları",https://www.etirsah.com/az/product/177,Stokda Var
